Symbol,Company Name,Market Cap,Stock Price,Industry,Volume,Revenue,Employees,Founded
MDAI,"Spectral AI, Inc.",30206296,1.72,Medical Devices,188093,18056000,78,2013
MTEN,Mingteng International Corporation Inc.,30194000,4.87,Auto Parts,130095,7753891,89,2015
PLUR,Pluri Inc.,30177224,5.71,Biotechnology,21682,357000,123,2001
RNXT,"RenovoRx, Inc.",30176748,1.26,Biotechnology,12625,,8,2012
NKGN,"NKGen Biotech, Inc.",30142898,1.34,Biotechnology,128272,,63,2017
FEMY,Femasys Inc.,29997945,1.35,Medical Instruments & Supplies,179633,1071970,32,2004
HRYU,"Hanryu Holdings, Inc.",29984723,0.55,Internet Content & Information,189600,1367156,89,2018
DTCK,Davis Commodities Limited,29890764,1.20,Farm Products,298852,206717000,15,1999
COOT,Australian Oilseeds Holdings Limited,29726848,1.32,Packaged Foods,63608,29049345,,2020
GTIM,Good Times Restaurants Inc.,29705670,2.70,Restaurants,16935,138513000,2245,1987
ANGH,Anghami Inc.,29590422,1.07,Entertainment,40459,41380440,143,2012
YYAI,Connexa Sports Technologies Inc.,29520410,0.85,Leisure,779786,9775567,9,2015
APWC,Asia Pacific Wire & Cable Corporation Limited,29277066,1.42,Electrical Equipment & Parts,4855,425772000,1207,1996
ENLV,Enlivex Therapeutics Ltd.,29184887,1.57,Biotechnology,68720,,71,2005
ARBB,ARB IOT Group Limited,29081250,1.11,Information Technology Services,44224,245764817,41,1997
KFFB,Kentucky First Federal Bancorp,28950422,3.58,Banks - Regional,1173,7543000,60,
SYPR,"Sypris Solutions, Inc.",28902063,1.29,Auto Parts,27549,136223000,752,
APRE,"Aprea Therapeutics, Inc.",28562905,5.26,Biotechnology,3460,583231,7,2006
CNTX,Context Therapeutics Inc.,28419658,1.78,Biotechnology,362854,,5,2015
LAES,SEALSQ Corp,28354130,1.17,Semiconductors,146679,30058000,61,2022
OESX,"Orion Energy Systems, Inc.",28328592,0.87,Electrical Equipment & Parts,25407,85799000,265,1996
ABTS,Abits Group Inc.,28308652,0.81,Capital Markets,36154,1681533,12,2010
TWOU,"2U, Inc.",28201882,0.34,Education & Training Services,3322601,905826000,2961,2008
LICN,Lichen China Limited,28079999,1.04,Specialty Business Services,444585,39759000,406,2004
NTWK,"NetSol Technologies, Inc.",28056792,2.46,Software - Application,46477,56776860,1770,1997
NCNC,noco-noco Inc.,28007017,0.21,Auto Parts,298623,,12,2019
CHR,"Cheer Holding, Inc.",27748764,2.76,Advertising Agencies,13502,152327000,127,2016
ACST,Acasti Pharma Inc.,27728230,2.90,Biotechnology,11833,,32,
VRM,"Vroom, Inc.",27634746,15.39,Auto & Truck Dealerships,263863,893203000,1675,2012
GMM,Global Mofy Metaverse Limited,27397418,1.01,Information Technology Services,685161,26889911,38,2017
AACG,ATA Creativity Global,27358873,0.90,Education & Training Services,52279,31257964,581,1999
SGMA,"SigmaTron International, Inc.",27302419,4.48,Electronic Components,78225,399708421,2950,1993
BTM,Bitcoin Depot Inc.,27289521,1.89,Capital Markets,120063,688967000,124,2016
ELBM,Electra Battery Materials Corporation,27071862,0.48,Other Industrial Metals & Mining,124136,,37,2011
PSHG,Performance Shipping Inc.,27015340,2.20,Marine Shipping,78182,108938000,209,2010
RAVE,"RAVE Restaurant Group, Inc.",26985210,1.85,Restaurants,57095,11891000,25,1958
CCTG,CCSC Technology International Holdings Limited,26959875,2.33,Electrical Equipment & Parts,28817,15942151,304,1993
BIOR,"Biora Therapeutics, Inc.",26959499,0.75,Biotechnology,268608,4000,58,2010
UBX,"Unity Biotechnology, Inc.",26858560,1.60,Biotechnology,39245,,19,2009
DAIO,Data I/O Corporation,26798904,2.97,Electronic Components,13251,28064000,91,
RGF,"The Real Good Food Company, Inc.",26770694,0.79,Packaged Foods,830029,156379000,130,2016
BIVI,BioVie Inc.,26715325,0.49,Biotechnology,344849,,18,2013
ONCT,"Oncternal Therapeutics, Inc.",26636850,9.00,Biotechnology,3481,785000,27,
NTRB,Nutriband Inc.,26632710,3.40,Biotechnology,10814,2085314,13,
ULY,Urgent.ly Inc.,26560116,1.98,Software - Application,73739,184653000,753,2013
ALCE,Alternus Clean Energy Inc,26489362,0.33,Utilities - Renewable,95886,20084000,,2019
AGMH,AGM Group Holdings Inc.,26437732,1.09,Computer Hardware,112988,165454197,25,2015
ITRM,Iterum Therapeutics plc,26322291,1.59,Biotechnology,93962,,14,2015
FBRX,"Forte Biosciences, Inc.",26238528,0.72,Biotechnology,11194,,9,
RCON,"Recon Technology, Ltd.",26211423,1.75,Oil & Gas Equipment & Services,102712,9269942,188,
BRFH,"Barfresh Food Group, Inc.",26201422,1.78,Beverages - Non-Alcoholic,58879,8127000,10,2005
PMEC,Primech Holdings Ltd.,26164800,0.74,Specialty Business Services,127347,71489634,3133,1984
LPCN,Lipocine Inc.,26153884,4.92,Biotechnology,23007,-2850818,17,
MRAI,"Marpai, Inc.",25905878,2.52,Healthcare Plans,168766,37155050,162,2019
MRM,MEDIROM Healthcare Technologies Inc.,25828425,5.29,Personal Services,455,49821922,434,2000
MSS,Maison Solutions Inc.,25794555,1.31,Grocery Stores,145552,55300855,175,2019
BCLI,Brainstorm Cell Therapeutics Inc.,25559871,0.37,Biotechnology,1308815,,29,2000
IZM,ICZOOM Group Inc.,25402878,2.46,Electronics & Computer Distribution,480216,214405226,109,2011
HWH,HWH International Inc.,25308346,1.56,Leisure,249189,,19,2021
CPSH,CPS Technologies Corporation,25263408,1.74,Electronic Components,13268,27550646,100,1984
JL,J-Long Group Limited,25157680,0.79,Apparel Manufacturing,197522,38292397,57,1985
GREE,Greenidge Generation Holdings Inc.,25069560,2.56,Capital Markets,133230,70388000,40,1937
QLI,Qilian International Holding Group Limited,25032150,0.70,Drug Manufacturers - Specialty & Generic,5489,46471478,298,
GDTC,CytoMed Therapeutics Limited,24862930,2.01,Biotechnology,7592,,27,2018
KIRK,"Kirkland's, Inc.",24817920,1.92,Home Improvement Retail,66486,468690000,900,1966
BTCS,BTCS Inc.,24657478,1.57,Capital Markets,109002,1339628,5,2008
LRHC,La Rosa Holding Corp.,24597382,1.58,Real Estate Services,8975,31759404,42,2004
SMSI,"Smith Micro Software, Inc.",24577690,2.56,Software - Application,88703,40862000,231,1982
CREV,Carbon Revolution Public Limited,24527354,13.08,Auto Parts,2189,17464828,449,2007
WHLM,"Wilhelmina International, Inc.",24416848,4.74,Specialty Business Services,8089,17212000,87,1967
LUMO,"Lumos Pharma, Inc.",24321360,3.00,Biotechnology,40000,2051000,33,2011
SONM,"Sonim Technologies, Inc.",24199737,0.56,Communication Equipment,70160,93632000,67,
EKSO,"Ekso Bionics Holdings, Inc.",24169185,1.35,Medical Instruments & Supplies,78023,17913000,70,2005
CLPS,CLPS Incorporation,24081696,0.94,Information Technology Services,1277,145369929,3509,2005
CLRO,"ClearOne, Inc.",23969100,1.00,Communication Equipment,104283,18704000,82,1983
LOBO,LOBO EV Technologies Ltd,23884600,3.14,Auto Manufacturers,7831,15474918,76,2014
XGN,Exagen Inc.,23785266,1.38,Diagnostics & Research,14694,52548000,174,
CHSN,Chanson International Holding,23719414,1.98,Restaurants,15503,17252662,354,2009
FPAY,"FlexShopper, Inc.",23710007,1.09,Rental & Leasing Services,93391,116975007,204,2003
BFRG,"Bullfrog AI Holdings, Inc.",23708661,3.02,Health Information Services,58249,65000,11,2017
BTOG,Bit Origin Limited,23293509,4.21,Capital Markets,170573,7088763,9,2018
UGRO,"urban-gro, Inc.",23282532,1.89,Farm & Heavy Construction Machinery,117970,70320066,130,2014
JYD,Jayud Global Logistics Limited,23269194,0.81,Integrated Freight & Logistics,15264,70221185,175,2001
AAGR,African Agriculture Holdings Inc.,23175665,0.40,Farm Products,222762,1817375,85,2017
BYU,"BAIYU Holdings, Inc.",23149269,1.17,Shell Companies,7833,134626067,51,2011
VINC,"Vincerx Pharma, Inc.",23136910,0.84,Biotechnology,352609,,42,2019
MOVE,Movano Inc.,23126846,0.46,Medical Devices,68116,,30,2018
NEPH,"Nephros, Inc.",23090703,2.19,Medical Instruments & Supplies,20292,14238000,31,1997
NXPL,NextPlat Corp,23031258,1.23,Software - Application,54606,37756000,142,1997
APM,Aptorum Group Limited,23026018,5.60,Biotechnology,24188,431378,18,
LSTA,"Lisata Therapeutics, Inc.",23011581,2.77,Biotechnology,3940,,25,1980
WBUY,WEBUY GLOBAL LTD.,23000760,0.43,Internet Retail,193805,61686170,218,2019
DUOT,"Duos Technologies Group, Inc.",22970105,3.14,Software - Application,31725,7471198,66,1990
HLTH,Cue Health Inc.,22909221,0.14,Health Information Services,247052,70936000,726,2010
SWAG,Stran & Company Inc,22887013,1.23,Advertising Agencies,24495,75893871,118,1994
SLGL,Sol-Gel Technologies Ltd.,22846018,0.82,Biotechnology,6411,1554000,36,1997
MIGI,"Mawson Infrastructure Group, Inc.",22774050,1.30,Capital Markets,195709,43571720,30,2012
BIAF,"bioAffinity Technologies, Inc.",22683277,1.97,Diagnostics & Research,148531,2532499,14,2014
TXMD,"TherapeuticsMD, Inc.",22603504,1.96,Drug Manufacturers - Specialty & Generic,14328,1302000,1,
GBNY,"Generations Bancorp NY, Inc.",22574926,10.07,Banks - Regional,478,10788000,71,1870
BANL,CBL International Limited,22525000,1.06,Oil & Gas Midstream,4013,435897718,35,2015
UTSI,UTStarcom Holdings Corp.,22503346,2.48,Communication Equipment,5653,15753000,241,1991
RMCF,"Rocky Mountain Chocolate Factory, Inc.",22482326,3.56,Confectioners,37556,26295979,136,1981
TCTM,TCTM Kids IT Education Inc.,22448271,2.03,Education & Training Services,4216,193962200,5385,2002
WKSP,Worksport Ltd.,22418404,0.85,Auto Parts,553259,1529632,70,2003
USEA,United Maritime Corporation,22242741,2.47,Marine Shipping,21058,36067000,5,2004
AMPG,"AmpliTech Group, Inc.",22155011,2.28,Communication Equipment,9262,15584577,46,2002
NRSN,NeuroSense Therapeutics Ltd.,22014233,1.27,Biotechnology,57316,,18,2017
DLPN,"Dolphin Entertainment, Inc.",22011602,1.18,Advertising Agencies,35854,43123075,245,
APCX,AppTech Payments Corp.,21993711,0.89,Software - Infrastructure,109675,504000,18,2006
OCC,Optical Cable Corporation,21989408,2.80,Communication Equipment,1763,68744842,327,1983
BBGI,"Beasley Broadcast Group, Inc.",21836916,0.72,Broadcasting,3513,247109258,755,1961
SEED,Origin Agritech Limited,21792400,3.49,Agricultural Inputs,35700,12834525,63,1997
DMTK,"DermTech, Inc.",21719259,0.63,Diagnostics & Research,76987,15296000,206,
CPIX,Cumberland Pharmaceuticals Inc.,21690045,1.53,Drug Manufacturers - Specialty & Generic,7220,39552507,91,
GTEC,Greenland Technologies Holding Corporation,21615255,1.59,Specialty Industrial Machinery,17193,90333240,325,2006
STRM,"Streamline Health Solutions, Inc.",21569625,0.33,Health Information Services,77953,22596000,112,1989
BNTC,Benitec Biopharma Inc.,21569051,8.32,Biotechnology,36822,61000,16,1995
SYBX,"Synlogic, Inc.",21394048,1.84,Biotechnology,13661,3371000,6,
NCI,Neo-Concept International Group Holdings Limited,21336000,1.05,Specialty Business Services,413441,29878745,24,1992
MEIP,"MEI Pharma, Inc.",21321152,3.20,Biotechnology,15079,72648000,46,2000
TCRT,"Alaunos Therapeutics, Inc.",21136500,1.32,Biotechnology,59381,5000,1,1998
WKEY,WISeKey International Holding AG,21122686,2.02,Semiconductors,8696,28081000,81,1999
SAI,SAI.TECH Global Corporation,21052867,0.88,Capital Markets,11887,6776000,37,
HYW,Hywin Holdings Ltd.,21000000,0.75,Asset Management,1073,288916713,2905,2006
PAVM,PAVmed Inc.,20655467,2.19,Medical Devices,60532,2452000,107,2014
GIPR,"Generation Income Properties, Inc.",20549986,3.79,REIT - Diversified,57367,7632600,4,2015
ZCAR,"Zoomcar Holdings, Inc.",20509323,0.31,Rental & Leasing Services,128825,16543270,197,2013
GCTK,"GlucoTrack, Inc.",20449917,0.76,Medical Instruments & Supplies,640774,,6,2001
HKIT,Hitek Global Inc.,20437208,1.42,Software - Application,43517,4563731,48,
EMKR,EMCORE Corporation,20412559,2.65,Semiconductors,18050,96886000,350,1984
EVAX,Evaxion Biotech A/S,20390861,3.92,Biotechnology,19346,73000,49,2008
GLYC,"GlycoMimetics, Inc.",20334101,0.32,Biotechnology,40187653,10000,35,2003
HLP,Hongli Group Inc.,20289875,1.64,Steel,51922,15997954,207,
ALPP,"Alpine 4 Holdings, Inc.",20260694,0.75,Conglomerates,23981,106083461,495,2014
FLGC,Flora Growth Corp.,20250070,1.58,Drug Manufacturers - Specialty & Generic,140588,76071000,97,2019
WVVI,"Willamette Valley Vineyards, Inc.",20155992,4.06,Beverages - Wineries & Distilleries,15006,39136114,223,1983
XTIA,"XTI Aerospace, Inc.",20037208,2.02,Aerospace & Defense,156784,4562000,12,1999
TTOO,"T2 Biosystems, Inc.",20009758,3.63,Diagnostics & Research,194224,7193000,113,2006
AXDX,"Accelerate Diagnostics, Inc.",19931248,0.92,Medical Devices,28941,12059000,134,1982
CERO,"CERo Therapeutics Holdings, Inc.",19876813,1.37,Other,50227,,8,2017
AHG,Akso Health Group,19856848,0.85,Medical Distribution,9527,2202723,12,2013
VRAR,"The Glimpse Group, Inc.",19825888,1.18,Software - Infrastructure,20853,11762098,120,2016
AIH,Aesthetic Medical International Holdings Group Limited,19788995,0.41,Medical Care Facilities,20613,96274612,1286,1997
HOFV,Hall of Fame Resort & Entertainment Company,19781250,3.04,Entertainment,9035,24129673,98,2015
HTOO,Fusion Fuel Green PLC,19760826,1.31,Utilities - Renewable,27487,4604444,150,2020
EPOW,"Sunrise New Energy Co., Ltd.",19756609,0.78,Electrical Equipment & Parts,2020,48569023,48,2014
DALN,DallasNews Corporation,19697163,3.68,Publishing,10680,139696000,601,1954
MLGO,MicroAlgo Inc.,19569908,2.57,Software - Infrastructure,741801,580016414,86,2018
VWE,"Vintage Wine Estates, Inc.",19566030,0.33,Beverages - Wineries & Distilleries,145247,268010000,568,2007
KALA,"Kala Pharmaceuticals, Inc.",19546163,6.94,Biotechnology,10609,,43,2009
ZKIN,"ZK International Group Co., Ltd.",19545674,0.64,Steel,8343,109156378,280,2015
GVH,Globavend Holdings Limited,19350000,1.45,Integrated Freight & Logistics,43706,18586528,7,2016
GLTO,"Galecto, Inc.",19252728,0.71,Biotechnology,102724,,13,2011
LASE,Laser Photonics Corporation,19189767,2.07,Specialty Industrial Machinery,60232,3939474,56,2019
ATPC,Agape ATP Corporation,19064652,0.26,Packaged Foods,55544,1431088,21,2016
APTO,Aptose Biosciences Inc.,19018417,1.21,Biotechnology,91281,,35,1986
TAIT,Taitron Components Incorporated,18966714,3.15,Electronics & Computer Distribution,43194,6108000,15,1989
FCUV,Focus Universal Inc.,18919843,0.29,Scientific & Technical Instruments,158018,1052198,43,2012
ANY,Sphere 3D Corp.,18864078,1.06,Software - Application,269097,21906000,3,
OP,OceanPal Inc.,18778982,2.52,Marine Shipping,15237,18957000,,2021
JCTCF,Jewett-Cameron Trading Company Ltd.,18680584,5.33,Lumber & Wood Production,3103,51603416,68,1953
NRBO,"NeuroBo Pharmaceuticals, Inc.",18642800,3.80,Biotechnology,12753,,8,
TRUG,"TruGolf Holdings, Inc.",18576586,1.61,Electronic Gaming & Multimedia,14615,13788700,93,1983
ATER,"Aterian, Inc.",18569236,2.47,"Furnishings, Fixtures & Appliances",10313,142566000,114,2014
VAXX,"Vaxxinity, Inc.",18285648,0.13,Biotechnology,5037954,,57,2019
PMCB,"PharmaCyte Biotech, Inc.",18199363,2.15,Biotechnology,5848,,2,1996
LITM,Snow Lake Resources Ltd.,18052101,0.89,Other Industrial Metals & Mining,20986,,1,2018
CWD,CaliberCos Inc.,17993493,0.80,Asset Management,48909,90937000,99,2009
VRME,"VerifyMe, Inc.",17910816,1.76,Security & Protection Services,24080,25313000,50,1999
ORGS,Orgenesis Inc.,17856176,0.52,Biotechnology,23216,530000,146,2008
SNTI,"Senti Biosciences, Inc.",17844450,0.39,Biotechnology,140442,2561000,48,2016
RVSN,Rail Vision Ltd.,17803562,1.08,Railroads,515596,142000,49,2016
GAME,GameSquare Holdings Inc,17795067,1.37,Electronic Gaming & Multimedia,78067,51997642,113,2011
SANW,S&W Seed Company,17759150,0.41,Farm Products,69570,68014899,134,1980
SDOT,Sadot Group Inc.,17676904,0.26,Farm Products,72171,717506000,,2014
PRST,"Presto Automation, Inc.",17626579,0.17,Software - Application,432152,21204000,137,2008
HTCR,"HeartCore Enterprises, Inc.",17525880,0.84,Software - Application,14552,21845830,99,2009
TLPH,"Talphera, Inc.",17502790,1.03,Drug Manufacturers - Specialty & Generic,36294,651000,15,2005
WAVE,Eco Wave Power Global AB (publ),17480468,3.15,Utilities - Renewable,23913,306000,12,2011
XELB,"Xcel Brands, Inc.",17431138,0.74,Apparel Manufacturing,37702,17755000,34,
GYRO,"Gyrodyne, LLC",17374549,7.90,Real Estate Services,458,,6,
INDP,"Indaptus Therapeutics, Inc.",17333926,2.44,Biotechnology,6900,,7,2000
GDHG,Golden Heaven Group Holdings Ltd.,17284500,0.33,Leisure,1210440,31786802,617,2008
MCVT,"Mill City Ventures III, Ltd.",17240202,2.70,Credit Services,15648,2020573,3,2007
VBIV,VBI Vaccines Inc.,17206512,0.60,Biotechnology,138011,8682000,131,
MMV,MultiMetaVerse Holdings Limited,17195343,0.52,Entertainment,26424,9008244,207,2015
JG,Aurora Mobile Limited,17167722,2.88,Software - Infrastructure,4371,40935402,371,2012
GV,Visionary Holdings Inc.,17048092,0.33,Education & Training Services,1453319,11522339,30,2013
AYTU,"Aytu BioPharma, Inc.",17036856,3.06,Drug Manufacturers - Specialty & Generic,43485,98498000,150,
ATHE,Alterity Therapeutics Limited,16992745,2.07,Biotechnology,25691,,11,1997
QTI,"QT Imaging Holdings, Inc.",16969701,0.81,Medical Devices,47903,40355,10,2012
CCLD,"CareCloud, Inc.",16924425,1.05,Health Information Services,25537,117059000,3600,1999
FTFT,Future FinTech Group Inc.,16885664,0.83,Software - Application,61910,34865553,66,
TSRI,"TSR, Inc.",16727231,7.71,Software - Application,945,88819413,431,1969
AZ,A2Z Smart Technologies Corp.,16692551,0.41,Aerospace & Defense,39032,11375000,201,2018
TLIS,Talis Biomedical Corporation,16662406,9.16,Medical Devices,10762,2134000,99,2010
MGIH,Millennium Group International Holdings Limited,16537500,1.47,Packaging & Containers,15809,45598620,861,1978
XELA,"Exela Technologies, Inc.",16486257,2.59,Software - Application,802777,1064124000,14100,
PT,Pintec Technology Holdings Limited,16482132,1.04,Credit Services,129287,7435402,83,2012
MHUA,"Meihua International Medical Technologies Co., Ltd.",16428685,0.68,Medical Instruments & Supplies,7893,97098915,617,1990
FRSX,Foresight Autonomous Holdings Ltd.,16398748,1.07,Auto Parts,24700,497000,74,
TNXP,Tonix Pharmaceuticals Holding Corp.,16391235,0.19,Biotechnology,3800762,7768000,103,2007
COCP,"Cocrystal Pharma, Inc.",16379818,1.61,Biotechnology,7744,,12,
NERV,"Minerva Neurosciences, Inc.",16364579,2.34,Biotechnology,9261,,9,2007
ASTC,Astrotech Corporation,16225996,9.54,Aerospace & Defense,14101,1989000,22,1984
TRAW,"Traws Pharma, Inc.",16217941,0.64,Biotechnology,44004,226000,17,1998
MYNZ,Mainz Biomed B.V.,16196066,0.74,Diagnostics & Research,62885,895479,65,2021
GSUN,Golden Sun Education Group Limited,16053092,2.90,Education & Training Services,18544,6155593,336,1997
BOSC,B.O.S. Better Online Solutions Ltd.,15979496,2.80,Communication Equipment,1794,44179000,83,1990
MFI,mF International Limited,15902000,1.20,Capital Markets,891428,4477578,32,2002
BSGM,"BioSig Technologies, Inc.",15901444,1.42,Medical Devices,183461,18000,4,2009
ETAO,"ETAO International Co., Ltd.",15879099,3.10,Health Information Services,1398,58060025,3600,2021
CDIO,"Cardio Diagnostics Holdings, Inc.",15804700,0.73,Biotechnology,270256,17065,7,2017
GURE,"Gulf Resources, Inc.",15647850,1.50,Chemicals,3421,41762644,435,2006
LIQT,"LiqTech International, Inc.",15621745,2.69,Pollution & Treatment Controls,16820,18001652,119,2004
SGLY,Singularity Future Technology Ltd.,15618309,4.53,Integrated Freight & Logistics,9739,3683754,28,2001
SPI,"SPI Energy Co., Ltd.",15558206,0.49,Solar,48832,209888000,316,
ONMD,OneMedNet Corporation,15550200,0.65,Health Information Services,308959,1021651,20,2006
EDUC,Educational Development Corporation,15513673,1.81,Publishing,15182,57042200,138,1965
IPW,iPower Inc.,15505464,0.52,Internet Retail,11972,86933281,70,2018
GLBZ,Glen Burnie Bancorp,15303591,5.30,Banks - Regional,11246,13139000,84,1949
YJ,Yunji Inc.,15166677,0.77,Internet Retail,5181,90297461,493,2015
GIGM,GigaMedia Limited,15141514,1.37,Electronic Gaming & Multimedia,11175,3691056,135,1998
MTEX,"Mannatech, Incorporated",15097328,8.62,Food Distribution,485,131955000,213,1993
HUGE,FSD Pharma Inc.,15042785,0.38,Drug Manufacturers - Specialty & Generic,102959,,17,1998
PEV,Phoenix Motor Inc.,15008786,0.45,Auto Manufacturers,107131,3122000,30,2002
ASTR,"Astra Space, Inc.",15000639,0.66,Aerospace & Defense,60930,3874000,193,2016
BREA,Brera Holdings PLC,14826552,1.31,Entertainment,19680,120788,,2022
PMD,Psychemedics Corporation,14746249,2.54,Diagnostics & Research,2043,22098000,116,1986
ISPO,Inspirato Incorporated,14667032,3.98,Travel Services,3702,329100000,630,2010
SSKN,"STRATA Skin Sciences, Inc.",14655498,0.42,Medical Devices,35749,33358000,99,1989
STRR,"Star Equity Holdings, Inc.",14580344,0.92,Diagnostics & Research,11704,45785000,171,1985
PBM,Psyence Biomedical Ltd.,14461956,1.08,Shell Companies,580342,,,1994
XTLB,XTL Biopharmaceuticals Ltd.,14419864,2.53,Biotechnology,11997,,8,1993
IMRN,Immuron Limited,14392374,2.52,Biotechnology,8814,2433088,6,1994
NCRA,"Nocera, Inc.",14382270,1.11,Packaged Foods,2334,23915926,19,2002
SRM,"SRM Entertainment, Inc.",14333355,1.41,Leisure,30678,5760533,7,1979
STBX,Starbox Group Holdings Ltd.,14265271,0.18,Internet Content & Information,99406,11740852,104,2019
EDSA,"Edesa Biotech, Inc.",14209485,4.48,Biotechnology,1873,,16,2015
EDTK,Skillful Craftsman Education Technology Limited,14068315,0.91,Education & Training Services,7294,5522753,71,2013
CLWT,Euro Tech Holdings Company Limited,14061697,1.78,Pollution & Treatment Controls,7998,17940000,49,1971
AVTX,"Avalo Therapeutics, Inc.",13971096,13.51,Biotechnology,34625,1924000,19,2011
MBOT,Microbot Medical Inc.,13967030,0.97,Medical Instruments & Supplies,50884,,21,2010
IVDA,"Iveda Solutions, Inc.",13938453,0.86,Security & Protection Services,50094,6495865,32,2003
ELSE,"Electro-Sensors, Inc.",13917761,4.06,Scientific & Technical Instruments,2383,8555000,35,1968
IPDN,"Professional Diversity Network, Inc.",13905562,1.25,Staffing & Employment Services,174029,7699037,45,2003
MNPR,Monopar Therapeutics Inc.,13824281,0.79,Biotechnology,81387,,9,2014
UCAR,U Power Limited,13797330,5.95,Auto & Truck Dealerships,89047,5415000,105,2013
XPON,Expion360 Inc.,13790766,1.88,Electrical Equipment & Parts,136120,5981134,23,2016
RMCO,Royalty Management Holding Corporation,13774544,0.95,Asset Management,8825,361624,,2021
SOGP,Sound Group Inc.,13705705,2.58,Internet Content & Information,10190,307645254,699,2010
NXGL,"NEXGEL, Inc.",13700773,2.20,Medical Instruments & Supplies,36717,4089000,19,1997
DPRO,Draganfly Inc.,13688022,0.21,Aerospace & Defense,515572,4928453,55,1998
KPRX,"Kiora Pharmaceuticals, Inc.",13679480,0.52,Biotechnology,494967,,12,
PIRS,"Pieris Pharmaceuticals, Inc.",13677791,11.06,Biotechnology,17029,42810000,46,
PPBT,Purple Biotech Ltd.,13655409,0.53,Biotechnology,104786,,20,2010
RDHL,RedHill Biopharma Ltd.,13428739,0.45,Drug Manufacturers - Specialty & Generic,389684,6530000,53,2009
DOMH,Dominari Holdings Inc.,13353570,2.25,Biotechnology,7342,2039000,26,1967
INHD,Inno Holdings Inc.,13343343,0.64,Steel,77516,657363,11,2019
CISO,CISO Global Inc,13333316,1.09,Software - Infrastructure,28637,57058757,397,2015
BIMI,BIMI International Medical Inc.,13328040,1.12,Pharmaceutical Retailers,15284,5846924,296,
EEIQ,EpicQuest Education Group International Limited,13303269,1.07,Education & Training Services,3020,5712480,38,2017
ADXN,Addex Therapeutics Ltd,13265423,9.39,Biotechnology,8079,1960796,23,2002
TRIB,Trinity Biotech plc,13261339,1.73,Diagnostics & Research,15468,56832000,380,1992
PNBK,"Patriot National Bancorp, Inc.",13164431,3.32,Banks - Regional,2722,27076000,117,1999
PIXY,"ShiftPixy, Inc.",13106039,1.89,Staffing & Employment Services,65895,14871000,31,2015
AHI,Advanced Human Imaging Limited,13105605,1.50,Software - Application,5,2790437,32,2013
SIDU,"Sidus Space, Inc.",13101111,3.21,Aerospace & Defense,107490,5962785,72,2012
KRKR,36Kr Holdings Inc.,13070120,0.35,Internet Content & Information,40560,47980959,603,2010
INTJ,Intelligent Group Limited,13012825,0.98,Consulting Services,118035,2627416,17,2016
EZFL,EZFill Holdings Inc.,12945512,2.77,Software - Application,17901,23216423,54,2019
CHEK,Check-Cap Ltd.,12897261,2.20,Diagnostics & Research,6031,,85,2004
MEGL,Magic Empire Global Limited,12866675,0.64,Capital Markets,26206,1765945,8,2016
RGS,Regis Corporation,12650948,5.55,Personal Services,6366,209321000,435,1922
MDJH,MDJM Ltd,12609216,1.08,Real Estate Services,2769,144863,12,2002
HOLO,MicroCloud Hologram Inc.,12595365,2.12,Electronic Components,7998010,28709169,46,2018
TOMZ,"TOMI Environmental Solutions, Inc.",12571776,0.63,Pollution & Treatment Controls,46256,7354564,26,
OMH,Ohmyhome Limited,12552727,0.51,Real Estate Services,4920652,3791283,112,2015
CNTG,Centogene N.V.,12539610,0.45,Diagnostics & Research,77546,55723077,444,2006
BLIN,"Bridgeline Digital, Inc.",12396944,1.19,Software - Infrastructure,38826,15557000,55,2000
TURB,"Turbo Energy, S.A.",12339152,1.12,Solar,8618,14164190,38,2013
IMNN,"Imunon, Inc.",12313725,1.31,Biotechnology,28276,,33,1982
FRES,Fresh2 Group Ltd,12279417,0.47,Biotechnology,15848,2345304,75,2010
COEP,"Coeptis Therapeutics, Inc.",12278880,0.36,Biotechnology,26573,,5,2017
IDEX,"Ideanomics, Inc.",12236532,1.02,Farm & Heavy Construction Machinery,296342,36475000,565,2004
MDRR,"Medalist Diversified REIT, Inc.",12212000,5.46,REIT - Diversified,5576,10272826,,
CMMB,Chemomab Therapeutics Ltd.,12113798,0.85,Biotechnology,1258619,,20,2004
FGI,FGI Industries Ltd.,12029985,1.26,"Furnishings, Fixtures & Appliances",3046,117241604,287,1987
OTRK,"Ontrak, Inc.",11991825,0.25,Health Information Services,817811,12743000,102,2003
STKH,Steakholder Foods Ltd.,11973738,4.60,Packaged Foods,10038,,81,2018
MTEK,Maris-Tech Ltd.,11817752,1.49,Electronic Components,19884,4031103,9,2008
MINM,"Minim, Inc.",11804282,3.98,Communication Equipment,10910,26106271,43,1977
VERB,"Verb Technology Company, Inc.",11799959,0.15,Software - Application,4084805,63000,20,2014
CMAX,"CareMax, Inc.",11750899,3.09,Health Information Services,43871,751102000,1450,2011
ICLK,iClick Interactive Asia Group Limited,11705094,1.20,Advertising Agencies,124868,150759000,1209,2009
SPPL,SIMPPLE LTD.,11681097,0.68,Software - Application,29132,4819088,34,2016
NUKK,Nukkleus Inc.,11677148,0.84,Software - Application,90211,26725530,12,2013
ICCT,iCoreConnect Inc.,11673420,1.15,Health Information Services,28571,8151587,67,1992
SQFT,"Presidio Property Trust, Inc.",11554312,0.88,REIT - Diversified,60424,17635614,15,
